,query,ground_truth,response
67,"The following given embeddings correspond to ""standing"": [[-19.172318, 31.74975], [-26.858295, -39.69159], [-34.4799, -38.524277]], and the following given embeddings correspond to ""stair up"": [[5.6858325, -12.229369], [34.657845, -1.5703145], [30.401472, -9.186371]]; classify the embedding [-26.137812,-38.055794] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,"""standing"""
68,"The following given embeddings correspond to ""standing"": [[-7.591431, -34.409317], [-21.98961, 21.418867], [-52.09212, 10.17999]], and the following given embeddings correspond to ""stair up"": [[7.057265, -6.6389728], [15.035491, 1.9043641], [19.147964, -19.843426]]; classify the embedding [-26.198418,-39.30225] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
69,"The following given embeddings correspond to ""standing"": [[-35.95818, -39.344147], [-7.445587, -31.76679], [-22.883005, 23.099592]], and the following given embeddings correspond to ""stair up"": [[45.736813, -14.830492], [40.663956, 0.7122175], [38.072403, -16.914223]]; classify the embedding [-25.430544,-39.601] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
70,"The following given embeddings correspond to ""standing"": [[-26.137812, -38.055794], [-22.883005, 23.099592], [-8.68862, -33.37344]], and the following given embeddings correspond to ""stair up"": [[20.691433, -18.2325], [5.034269, -9.188716], [5.622311, 6.5980873]]; classify the embedding [5.1252728,3.417234] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,"""stair up"""
71,"The following given embeddings correspond to ""standing"": [[-29.157217, -41.81572], [-52.233852, 5.672606], [-26.586514, 18.53781]], and the following given embeddings correspond to ""stair up"": [[26.955868, 13.925916], [19.019701, 35.18033], [8.752328, -6.9808493]]; classify the embedding [-26.858295,-39.69159] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
72,"The following given embeddings correspond to ""standing"": [[-42.171562, -38.577606], [-13.694899, -31.597347], [-24.451117, -35.511772]], and the following given embeddings correspond to ""stair up"": [[31.398182, -14.384027], [13.531073, -15.652682], [3.0205297, 12.557601]]; classify the embedding [-24.976236,-40.3781] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
73,"The following given embeddings correspond to ""standing"": [[-13.694899, -31.597347], [-6.620418, -32.712082], [-21.02702, 27.065313]], and the following given embeddings correspond to ""stair up"": [[2.012151, 11.702464], [14.313757, -15.629972], [-8.877005, -21.46101]]; classify the embedding [-25.35191,-41.73096] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
74,"The following given embeddings correspond to ""standing"": [[-32.116356, -41.348495], [-10.104916, -31.728168], [-20.33634, 31.027119]], and the following given embeddings correspond to ""stair up"": [[44.560284, -7.762913], [31.341864, 2.9701977], [17.311909, 3.9237585]]; classify the embedding [-52.602043,5.342504] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
75,"The following given embeddings correspond to ""standing"": [[-7.3619604, -29.096241], [-21.74448, 31.736048], [-22.90062, 26.23827]], and the following given embeddings correspond to ""stair up"": [[6.860186, -12.278137], [40.663956, 0.7122175], [20.976515, 17.772718]]; classify the embedding [-29.157217,-41.81572] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
76,"The following given embeddings correspond to ""standing"": [[-7.445587, -31.76679], [-28.40444, -35.37298], [-33.20964, -38.65872]], and the following given embeddings correspond to ""stair up"": [[22.176355, -5.051969], [17.739538, -17.871233], [4.482658, 19.320213]]; classify the embedding [-29.045797,-42.729553] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,"""Standing"""
77,"The following given embeddings correspond to ""standing"": [[-35.19139, -39.54705], [-23.319937, 24.429234], [-21.549503, 26.956585]], and the following given embeddings correspond to ""stair up"": [[30.401472, -9.186371], [24.109423, -1.1897506], [27.921022, 24.78631]]; classify the embedding [-29.500229,-41.412903] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,"""Standing"""
78,"The following given embeddings correspond to ""standing"": [[-14.659563, -36.175472], [-7.4916945, -30.469622], [-10.9559145, -33.50496]], and the following given embeddings correspond to ""stair up"": [[15.577325, -0.3119866], [27.269764, 3.8782601], [9.56292, -8.280316]]; classify the embedding [-26.54987,-40.786102] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
79,"The following given embeddings correspond to ""standing"": [[-29.500229, -41.412903], [-8.279873, -33.03706], [-20.61751, 32.073887]], and the following given embeddings correspond to ""stair up"": [[14.529692, 31.889317], [43.683914, -22.93805], [12.002488, 28.602266]]; classify the embedding [-23.999035,21.87505] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
80,"The following given embeddings correspond to ""standing"": [[-1.1018722, -9.133118], [-10.104916, -31.728168], [5.0074463, -8.013444]], and the following given embeddings correspond to ""stair up"": [[12.061411, 6.7784247], [-1.0560057, -8.793349], [20.854103, 0.6787811]]; classify the embedding [-25.204845,21.647924] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,stair up
81,"The following given embeddings correspond to ""standing"": [[-28.196756, 18.014715], [-29.676823, 20.333502], [-20.543684, 27.15111]], and the following given embeddings correspond to ""stair up"": [[24.68652, -8.1855], [15.035491, 1.9043641], [13.555811, 16.898247]]; classify the embedding [-25.773958,-40.417866] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
82,"The following given embeddings correspond to ""standing"": [[-34.108376, -42.47069], [-12.137833, -30.303305], [-29.134806, 19.163029]], and the following given embeddings correspond to ""stair up"": [[10.990906, 2.7892854], [24.451612, -9.475828], [26.955868, 13.925916]]; classify the embedding [-25.167255,-40.962246] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
83,"The following given embeddings correspond to ""standing"": [[-29.157217, -41.81572], [-19.804579, -37.012623], [-28.804955, 20.614883]], and the following given embeddings correspond to ""stair up"": [[40.663956, 0.7122175], [8.733892, 7.6905704], [12.072062, -1.015788]]; classify the embedding [-25.629177,-38.885326] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
84,"The following given embeddings correspond to ""standing"": [[-20.265808, 22.196327], [-11.52501, -16.519022], [-18.910822, 28.993162]], and the following given embeddings correspond to ""stair up"": [[7.712626, -7.620439], [3.0205297, 12.557601], [12.3531885, 3.4315934]]; classify the embedding [-24.824696,22.070553] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
85,"The following given embeddings correspond to ""standing"": [[-40.386112, -39.175175], [-6.8135123, -33.988277], [-8.68862, -33.37344]], and the following given embeddings correspond to ""stair up"": [[15.035491, 1.9043641], [27.573023, -0.33689743], [3.0752075, 19.98676]]; classify the embedding [-24.578356,22.723276] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
